claim_total,claim_line_sum,avg_line_amount,claims_last_30d,claims_last_90d,days_since_last_claim,claim_duration_days,departure_hour,departure_weekday,distance_user_vs_calc_pct,actual_mileage_vs_calc_pct,gps_variance_km,gps_variance_pct,gps_status,documents_submitted
41.7,38.91,20.49,1,3,25,3,18,3,-0.0526,-0.0259,8.09,0.0933,1,1
895.48,938.24,242.33,1,2,9,1,9,0,0.1566,0.1333,0.0,0.1702,2,1
520.89,461.85,85.38,0,2,24,1,18,4,-0.0761,-0.0719,10.68,0.0813,1,1
235.03,222.89,243.15,2,6,7,2,12,2,0.1223,0.1322,0.32,0.119,1,0
165.72,156.94,161.11,0,4,9,1,18,2,0.0098,0.0127,0.0,0.1008,1,1
166.24,169.71,179.5,2,4,52,1,15,5,0.0308,0.0394,4.86,0.0691,1,0
1330.64,1316.22,227.42,0,3,26,1,12,1,0.0055,0.0898,3.29,0.0308,1,1
25.45,23.04,11.56,1,5,12,3,14,0,0.1014,-0.0256,14.27,0.0969,1,1
273.09,286.81,45.21,4,9,24,2,10,2,-0.0199,-0.1174,10.21,0.211,2,1
506.08,470.55,217.03,0,2,15,3,17,4,-0.0758,-0.0379,7.69,0.062,1,1
982.96,903.55,238.44,1,4,55,2,6,5,-0.0153,0.0236,5.15,0.0539,1,1
278.9,289.1,55.41,0,2,0,2,13,5,0.0276,0.0123,9.63,0.0443,1,1
697.72,686.19,208.73,0,1,37,1,20,6,0.1596,0.1417,0.0,0.1474,1,1
133.74,131.89,122.55,3,4,63,3,10,3,0.1632,0.1891,4.51,0.1701,2,1
1202.02,1131.61,206.58,0,3,46,1,5,4,0.2095,0.1518,3.56,0.0822,1,1
433.5,389.52,76.8,2,2,34,2,17,5,0.1112,0.1167,5.15,0.1937,2,1
720.6,643.26,120.84,0,4,50,3,19,1,0.0039,-0.0523,6.02,0.0581,1,1
746.51,697.69,165.4,0,5,37,1,16,3,0.1031,0.0815,0.0,0.1515,2,1
112.99,100.99,94.98,2,7,14,3,19,6,0.0202,0.0805,2.21,0.042,1,1
414.32,376.86,95.66,2,4,2,1,8,4,0.0693,0.086,6.15,0.0721,1,1
407.57,397.72,129.79,0,5,51,1,15,5,-0.0296,-0.0404,4.55,0.1489,1,1
697.5,712.52,190.41,1,2,26,1,18,5,-0.1893,-0.2143,2.4,0.0925,1,1
970.51,978.17,240.92,0,1,52,2,12,6,-0.094,-0.1157,12.33,0.1047,1,1
1100.36,1052.48,201.48,1,2,42,1,9,4,0.084,0.0451,0.0,0.1315,1,1
54.44,50.97,54.71,1,4,35,4,8,3,0.089,0.2228,5.02,0.0438,1,1
671.72,660.41,164.75,3,6,10,2,19,2,0.2391,0.2762,0.0,0.1384,1,1
861.66,770.02,128.79,1,1,22,2,9,5,0.0178,0.058,1.65,0.1389,1,1
185.26,176.61,28.36,3,8,30,2,13,4,0.0597,0.1456,6.28,0.0004,1,1
628.57,558.03,94.56,2,3,27,3,17,6,0.1337,0.0013,6.59,0.0014,1,1
621.86,562.87,147.43,0,1,3,4,7,0,0.1803,0.1499,15.28,0.0973,1,1
196.23,200.23,93.71,0,5,64,2,7,4,-0.1146,-0.1348,0.0,0.1549,2,1
63.99,57.16,61.39,0,2,14,3,14,6,0.0261,-0.0448,3.85,0.13,1,1
153.24,159.52,81.9,2,2,45,2,10,3,0.1369,0.2242,1.32,0.1334,1,1
19.66,20.17,10.78,1,5,56,1,9,5,-0.0792,-0.0792,8.91,0.0586,1,1
330.13,321.46,169.94,1,6,56,1,15,6,0.1713,0.1461,12.41,0.1116,1,1
535.69,467.01,232.32,2,6,33,3,9,0,0.099,0.0938,14.16,0.1176,1,0
149.74,147.15,79.86,1,1,0,2,15,3,0.0456,0.1397,0.0,0.0487,1,1
60.11,57.97,56.02,0,0,52,1,7,2,0.2901,0.3539,0.0,0.1444,1,1
171.75,164.41,33.74,0,1,41,2,14,4,0.0721,0.0912,1.43,0.0623,1,1
536.97,474.31,77.95,1,1,34,3,16,5,0.0522,0.021,0.0,0.0005,1,1
229.36,202.77,108.93,0,4,27,2,19,2,0.1031,0.0848,0.0,0.0234,1,1
396.64,376.79,114.6,0,3,22,1,9,3,0.0001,0.0348,13.91,0.1531,2,1
526.06,542.13,88.47,2,4,54,2,8,2,0.0746,0.1011,10.61,0.1469,1,0
63.04,55.96,55.77,1,5,43,1,12,2,0.0346,0.0501,8.16,0.0776,1,1
1475.35,1433.9,220.42,1,6,16,2,12,6,0.2632,0.3995,0.0,0.2319,2,0
151.05,145.49,48.14,2,4,30,2,11,5,0.1099,0.2262,3.37,0.0178,1,1
1389.38,1350.18,228.38,0,2,48,2,20,3,0.081,0.066,0.0,0.1001,1,1
126.77,127.57,22.42,3,8,32,4,20,1,0.071,0.0593,10.53,0.1435,1,1
239.12,217.58,79.44,1,4,0,2,10,3,0.1781,0.1775,2.36,0.0356,1,1
734.93,739.44,142.22,0,1,0,3,17,5,-0.0189,0.0078,12.35,0.1465,1,1
611.21,532.99,133.83,3,8,20,4,12,2,0.159,0.1277,2.57,0.057,1,1
394.56,408.39,148.92,0,1,36,3,12,2,0.088,0.0668,0.0,0.0069,1,0
61.34,64.48,10.79,3,6,62,1,14,5,-0.0957,-0.1281,7.4,0.0558,1,1
563.79,545.82,131.1,1,6,10,3,16,0,-0.1948,-0.2662,0.0,0.0287,1,1
97.23,95.65,49.09,0,0,40,1,6,5,0.0291,0.0456,1.83,0.1689,2,1
674.45,618.31,95.05,1,3,22,2,12,6,0.1033,0.1218,0.0,0.0265,1,1
556.35,530.74,186.15,2,4,34,2,12,2,0.2099,0.2849,0.0,0.0868,1,1
266.31,233.37,248.33,1,5,12,3,19,0,0.1436,0.2206,0.0,0.1211,1,1
220.53,203.26,94.79,0,4,35,1,9,6,0.239,0.313,0.0,0.1021,1,1
426.87,383.41,191.78,2,7,32,3,8,0,0.4023,0.4615,3.84,0.1073,1,1
1311.33,1229.8,194.04,2,3,27,2,8,4,0.0783,0.0429,0.0,0.1237,1,1
182.5,187.02,172.6,0,4,24,3,6,1,0.0576,-0.0756,2.21,0.1717,2,1
664.3,673.23,163.97,2,2,1,1,5,1,-0.1071,-0.2173,2.38,0.1788,2,1
174.48,172.57,61.13,2,2,37,2,17,0,0.0569,0.1214,7.39,0.1074,1,1
722.41,714.77,240.41,1,1,0,3,9,5,-0.026,-0.0944,0.0,0.0424,1,1
787.33,751.39,121.42,1,4,17,2,20,5,-0.2018,-0.2935,0.14,0.0096,1,1
644.16,615.79,217.54,1,4,34,3,7,4,0.1339,0.1274,0.0,0.1069,1,1
374.94,373.08,131.6,2,4,35,1,7,5,0.0478,0.0431,0.0,0.0708,1,1
121.19,113.71,17.35,0,2,13,4,12,5,0.0119,-0.0058,11.74,0.0087,1,1
314.61,285.11,56.25,0,3,20,2,13,6,0.0195,0.0083,7.67,0.084,1,1
401.67,389.17,85.89,2,5,49,1,5,1,0.2446,0.2329,6.3,0.0737,1,1
529.62,551.09,144.14,2,5,13,2,15,2,-0.1477,-0.1647,13.92,0.1951,2,0
937.91,898.73,152.44,1,6,42,1,10,5,0.0086,-0.0704,14.62,0.0603,1,1
181.9,186.0,187.66,0,0,0,2,7,0,-0.0534,-0.0449,0.0,0.1397,1,1
956.22,950.61,176.28,2,7,55,2,14,4,-0.0739,-0.0486,0.0,0.0726,1,1
172.06,154.35,40.26,1,2,23,1,8,6,0.0093,0.0342,4.29,0.0383,1,1
202.91,186.39,88.31,1,4,30,4,19,1,0.2024,0.274,0.0,0.0215,1,1
1135.87,1134.43,219.97,2,6,0,2,12,4,0.0185,0.108,2.82,0.008,1,1
785.98,702.84,147.62,2,2,9,2,8,0,0.2135,0.181,10.69,0.1105,1,1
218.13,196.02,68.81,3,7,10,4,10,3,0.1707,0.1569,5.82,0.0898,1,1
445.39,450.09,226.85,1,6,13,3,20,2,0.2661,0.2823,12.98,0.0583,1,1
199.69,184.16,85.65,1,3,32,2,5,5,0.0782,0.1099,8.46,0.0273,1,1
318.31,311.42,58.94,1,1,51,3,13,1,-0.0261,-0.068,11.85,0.0351,1,0
1294.1,1218.43,190.99,0,2,9,3,15,5,0.1364,0.1423,0.0,0.0374,1,1
194.72,174.57,30.47,0,1,0,3,15,4,0.1696,0.1605,9.99,0.1519,2,1
202.83,190.26,35.55,2,2,11,2,16,4,-0.0112,-0.036,7.15,0.0663,1,1
1293.77,1149.83,186.83,1,2,7,2,20,2,0.185,0.2015,2.7,0.0541,1,1
1348.47,1319.26,207.11,2,7,0,1,20,3,0.1257,0.0876,4.33,0.09,1,1
333.13,330.99,68.87,0,0,6,2,9,3,0.0122,0.0632,12.68,0.0542,1,1
649.04,607.29,202.56,1,4,0,4,17,0,-0.0873,-0.1111,2.36,0.2142,2,1
471.18,411.31,216.33,1,5,20,2,18,0,-0.2823,-0.3512,10.72,0.0218,1,1
1165.86,1123.1,188.36,3,5,63,4,20,2,-0.0309,-0.008,12.7,0.0873,1,1
1501.6,1310.63,208.06,0,4,16,4,13,2,0.1732,0.152,0.88,0.0619,1,0
145.4,136.1,31.79,1,2,45,3,16,5,0.0042,-0.0645,0.0,0.0648,1,1
340.21,311.57,56.33,0,1,20,1,9,3,0.0309,-0.0299,6.26,0.109,1,1
49.3,49.71,48.74,3,5,0,3,13,5,0.1238,0.1965,5.69,0.136,1,0
459.12,467.22,169.31,1,3,0,2,5,2,0.1148,0.1159,6.17,0.0528,1,1
40.61,40.27,19.09,0,1,4,3,9,3,0.0015,0.0215,0.0,0.0443,1,1
312.2,314.28,60.45,1,5,52,1,19,1,0.0425,0.016,0.0,0.1458,1,1
933.85,817.95,148.83,1,3,27,1,7,2,0.063,0.0874,11.92,0.0779,1,1
919.47,829.84,169.96,5,9,29,3,16,2,-0.0077,-0.0041,7.75,0.0873,1,1
285.03,286.64,56.69,0,2,2,1,12,3,0.0622,-0.0271,7.54,0.1077,1,1
412.65,426.67,223.38,4,5,2,4,10,5,-0.0154,-0.0847,12.19,0.0786,1,1
97.07,91.68,16.43,3,5,28,3,20,0,0.1862,0.2691,0.0,0.1471,1,1
305.34,265.7,93.32,2,6,0,1,9,1,0.105,0.1937,8.87,0.0616,1,0
970.67,997.61,183.18,0,0,52,2,6,6,0.0673,0.0638,4.19,0.0508,1,1
53.94,53.62,50.63,0,5,30,2,18,3,-0.0352,-0.0838,5.04,0.0192,1,1
654.39,642.97,237.88,1,1,7,1,10,1,-0.1281,-0.182,9.3,0.0638,1,1
998.06,881.48,239.3,0,1,22,2,12,5,-0.1429,-0.171,3.17,0.0992,1,0
664.56,634.49,227.6,0,5,44,1,14,0,0.0008,-0.091,9.54,0.1906,2,1
811.59,718.94,242.48,0,3,39,1,16,4,0.0123,0.0488,12.91,0.1333,1,1
1307.21,1212.37,204.65,2,2,22,1,19,4,0.0785,0.045,0.63,0.058,1,0
464.21,477.63,148.0,1,5,6,3,9,2,0.4001,0.3837,3.05,0.0845,1,1
59.19,59.77,19.43,0,5,54,1,10,3,0.2007,0.288,0.0,0.0944,1,0
364.56,371.32,170.38,1,6,58,2,8,1,-0.1161,-0.0368,21.99,0.0671,1,1
22.98,22.57,11.17,0,2,0,1,9,5,-0.0097,-0.0251,9.15,0.0693,1,1
1409.92,1386.73,214.98,1,3,5,2,6,5,0.0788,0.0752,7.87,0.048,1,1
439.53,406.65,207.24,2,4,42,3,19,6,0.0131,0.003,0.0,0.1916,2,1
93.52,82.2,20.55,1,1,22,3,19,0,0.2599,0.2559,3.74,0.0517,1,0
1077.11,1069.89,248.04,0,3,38,1,17,1,-0.1265,-0.2043,3.78,0.0516,1,0
851.58,762.73,179.89,2,6,24,3,18,3,0.0992,0.1189,4.62,0.0322,1,1
172.15,152.83,50.88,0,4,14,1,10,3,-0.0362,-0.026,8.47,0.0539,1,1
392.81,368.13,181.3,1,5,54,1,10,0,-0.0325,0.0483,13.26,0.0897,1,1
332.87,304.36,168.84,2,6,20,1,20,0,0.1813,0.12,12.51,0.0686,1,1
554.35,547.17,101.17,3,6,38,1,8,3,-0.0274,-0.1027,0.0,0.154,2,1
1538.71,1494.04,237.07,0,2,41,1,17,0,0.1033,0.0793,2.82,0.0345,1,1
261.88,257.78,43.52,1,2,34,3,6,2,-0.0835,-0.111,0.78,0.0812,1,1
999.57,989.85,249.06,1,3,36,1,6,3,-0.0907,-0.0671,1.67,0.1165,1,1
868.77,864.34,136.28,0,0,28,1,18,6,0.1281,0.1198,7.47,0.0897,1,0
206.71,195.24,69.32,2,7,49,2,7,0,0.074,0.1532,0.0,0.0239,1,1
398.07,377.45,130.42,1,2,36,3,9,4,-0.036,-0.0074,2.98,0.1512,2,1
306.94,291.04,93.15,0,5,67,3,19,5,-0.0049,0.0603,0.04,0.007,1,0
661.03,611.26,113.69,4,5,42,1,16,5,0.1619,0.1209,2.84,0.0574,1,1
207.42,183.43,88.48,0,4,0,4,18,1,0.0411,0.0366,10.28,0.0007,1,1
335.45,297.63,152.06,0,5,20,3,16,6,0.2817,0.3689,0.0,0.0997,1,1
1127.2,1013.19,222.75,3,8,25,3,6,5,-0.1285,-0.1126,0.0,0.1511,2,0
62.56,60.1,55.09,0,0,48,4,16,5,0.0811,0.0877,3.16,0.1444,1,1
484.8,442.89,208.3,0,0,31,1,11,5,0.1301,0.1477,0.0,0.145,1,1
149.84,153.58,55.27,1,2,0,1,5,1,0.1823,0.2016,0.0,0.2068,2,1
72.37,73.7,25.73,2,3,37,2,20,2,-0.0607,-0.1181,11.43,0.0787,1,0
308.74,286.42,133.72,0,5,7,1,9,2,0.0373,0.0794,4.6,0.0511,1,0
119.36,112.45,122.33,1,5,42,3,20,3,0.0263,0.0021,0.92,0.0209,1,1
118.86,113.72,115.02,1,2,14,3,8,2,-0.0032,0.0013,9.16,0.0414,1,1
433.19,392.25,69.3,1,2,14,2,9,0,0.059,-0.0069,15.52,0.1987,2,1
342.4,330.08,162.78,2,4,40,1,15,4,0.0916,0.129,0.33,0.095,1,1
139.23,123.98,26.77,2,7,14,2,19,2,-0.0036,-0.0561,0.0,0.0942,1,1
243.75,252.11,237.74,0,4,0,3,10,0,0.1438,0.076,9.95,0.0079,1,1
24.48,21.92,21.01,1,2,39,2,10,5,0.1407,0.1567,0.0,0.0531,1,1
1191.61,1252.36,192.44,1,1,16,1,19,3,0.0322,-0.004,7.94,0.1497,1,1
1393.14,1228.14,226.59,0,0,45,3,16,1,0.011,0.0254,4.44,0.1037,1,1
1554.84,1418.42,244.11,1,3,69,1,15,2,-0.0743,-0.0379,6.62,0.109,1,1
636.56,633.49,167.01,0,1,31,2,18,6,0.1639,0.1908,0.29,0.0913,1,1
751.6,720.54,186.36,1,3,1,5,7,6,0.1644,0.1612,6.7,0.051,1,1
930.02,835.3,171.91,0,1,45,2,12,5,0.0684,0.0845,13.72,0.1318,1,1
399.1,412.44,133.8,2,5,41,4,15,0,0.0379,-0.0072,0.0,0.0917,1,1
353.38,354.81,57.51,1,1,28,3,11,0,0.15,0.1884,14.65,0.1069,1,1
104.41,107.15,52.95,1,4,33,4,9,2,0.1897,0.143,1.16,0.0539,1,1
36.71,33.89,30.87,2,7,14,2,18,5,0.0404,-0.0001,0.0,0.035,1,0
603.53,524.92,139.24,2,3,2,2,5,0,0.1728,0.1565,6.85,0.1294,1,1
410.94,386.8,100.55,0,0,37,4,11,4,0.0158,-0.0089,5.92,0.0529,1,1
456.96,449.39,88.48,0,3,36,3,10,3,-0.0961,-0.0392,10.6,0.181,2,1
392.51,374.69,117.5,0,4,12,1,10,3,0.1279,0.2061,1.65,0.0744,1,1
470.52,418.22,67.83,2,7,16,2,16,0,0.1433,0.1271,3.22,0.0114,1,1
900.28,857.05,218.82,0,4,14,1,10,2,-0.2322,-0.1652,2.56,0.2263,2,1
1605.54,1479.53,234.43,1,4,68,4,15,3,0.0768,0.0424,3.43,0.1007,1,1
374.78,333.51,64.69,0,0,18,1,20,3,0.0127,-0.0649,0.0,0.0044,1,1
703.51,653.62,154.59,0,3,28,2,10,1,0.0758,0.0708,1.97,0.1007,1,1
35.74,35.81,17.46,2,2,31,3,17,5,0.2569,0.2591,0.0,0.1893,2,1
57.24,58.01,29.09,2,2,7,1,10,0,0.0883,0.0608,3.34,0.091,1,1
73.87,70.54,33.44,0,4,64,4,8,5,0.066,-0.0856,0.0,0.0786,1,1
764.03,685.74,212.29,0,1,20,3,12,2,0.2598,0.255,0.0,0.0721,1,1
89.71,88.75,85.03,1,6,18,4,19,0,0.1185,0.1369,6.46,0.2291,2,1
23.04,20.07,21.18,0,4,65,2,11,2,-0.0585,-0.1049,12.62,0.1676,2,1
628.48,613.2,169.86,0,1,6,2,9,5,-0.0929,-0.0969,0.0,0.0634,1,1
1366.33,1412.0,218.55,0,0,1,3,14,1,-0.2062,-0.226,6.74,0.2237,2,1
37.22,36.13,34.36,0,2,24,4,18,5,-0.0493,-0.0049,10.1,0.0935,1,1
958.08,924.38,219.92,1,2,37,2,14,0,-0.1664,-0.157,7.84,0.0632,1,0
710.84,641.33,236.9,2,6,36,3,19,2,0.0909,0.0919,3.58,0.0763,1,1
918.77,921.97,232.98,2,4,24,3,20,0,0.0344,-0.0292,1.0,0.151,2,1
277.14,289.27,75.42,2,3,19,2,10,3,0.0193,0.055,11.45,0.1318,1,1
278.5,248.81,54.98,1,4,25,2,8,0,0.0504,0.0323,4.5,0.0955,1,0
542.79,505.59,138.2,1,2,26,2,20,5,0.0754,0.0663,0.0,0.2,2,1
90.15,85.2,21.77,0,5,41,1,17,1,0.0146,-0.0013,12.29,0.0043,1,1
115.79,121.24,117.48,0,0,6,2,8,4,0.3916,0.4155,5.18,0.2506,2,1
580.51,533.05,177.69,1,3,18,2,15,1,0.0364,0.0865,10.79,0.0946,1,1
109.43,113.4,117.96,3,5,1,2,9,5,-0.0101,-0.0089,4.53,0.0615,1,1
509.75,489.16,131.15,0,0,45,1,6,4,0.1982,0.1629,1.65,0.045,1,1
774.22,757.44,143.35,0,2,24,3,11,1,0.1945,0.1631,0.05,0.0247,1,1
1369.16,1230.03,226.27,1,2,0,2,11,5,-0.0655,-0.1035,4.49,0.0228,1,1
347.9,327.76,172.56,0,4,55,1,7,4,0.205,0.1995,0.0,0.0396,1,0
343.03,305.38,69.74,1,5,51,1,17,5,0.1781,0.26,0.66,0.1044,1,1
38.54,39.46,38.01,0,1,46,2,18,1,-0.0521,-0.125,10.26,0.0081,1,0
177.61,176.69,97.46,1,3,28,1,14,1,0.037,0.0781,5.45,0.1025,1,1
733.62,638.86,223.46,0,1,49,3,14,1,-0.1065,-0.0536,0.0,0.0199,1,0
51.5,44.95,48.74,2,4,25,1,10,2,-0.0027,-0.0376,0.0,0.0056,1,0
150.16,148.0,70.76,0,3,2,1,8,2,0.0553,0.0555,4.39,0.0444,1,1
189.95,169.4,28.07,1,3,0,1,12,0,-0.0217,0.0256,6.82,0.0523,1,1
474.41,451.55,249.43,2,3,40,4,17,1,-0.0109,-0.0407,13.25,0.1792,2,0
712.04,648.92,109.78,1,4,28,2,18,1,0.0499,-0.0606,0.0,0.01,1,1
153.24,134.29,134.53,0,0,10,4,19,0,0.1467,0.1427,4.65,0.1128,1,1
1306.36,1362.46,247.83,1,6,25,1,20,1,-0.1548,-0.1873,0.0,0.0484,1,0
1203.8,1237.76,240.86,2,7,47,2,14,1,0.236,0.1684,12.43,0.0073,1,1
1274.31,1132.7,190.59,0,0,51,1,14,0,0.0332,0.0722,3.95,0.0917,1,1
223.1,211.13,50.7,0,2,39,1,15,5,0.1569,0.0753,0.0,0.0523,1,1
839.81,743.5,114.84,4,8,15,2,12,0,-0.0256,0.024,0.0,0.0334,1,1
1045.11,1006.16,213.67,2,5,26,4,13,5,0.09,0.0791,1.52,0.1368,1,1
126.65,110.65,23.36,1,3,35,2,16,6,-0.0668,-0.0832,0.04,0.029,1,1
583.01,537.18,110.59,2,7,14,2,10,0,0.094,0.1491,6.48,0.1089,1,1
588.8,606.53,211.23,2,2,33,1,16,4,0.0119,0.0687,12.15,0.0696,1,1
428.01,385.52,99.64,0,2,7,2,6,6,-0.1091,-0.2094,8.14,0.2207,2,1
382.95,340.37,120.1,0,1,38,1,16,5,0.1111,0.0972,7.26,0.0997,1,1
851.41,817.41,142.19,0,0,9,1,10,6,0.0555,0.0868,9.74,0.0815,1,1
966.69,933.44,174.56,0,5,32,4,20,2,-0.019,-0.0787,11.64,0.0418,1,1
314.29,328.2,169.55,3,7,25,1,9,2,0.2088,0.2488,10.07,0.0176,1,1
884.28,769.85,140.41,3,7,7,1,12,2,0.1021,0.1367,6.87,0.0959,1,1
28.34,27.77,15.22,3,4,29,2,20,4,0.0184,-0.0361,4.16,0.0206,1,0
1045.24,1051.86,224.34,1,4,17,4,7,3,0.2645,0.3174,0.0,0.225,2,1
1210.13,1151.49,202.81,0,3,36,2,18,0,0.1687,0.1304,0.0,0.0268,1,1
1010.22,921.54,228.54,0,4,49,3,18,3,0.0198,-0.0594,0.0,0.166,2,1
293.43,266.02,67.64,0,2,29,1,11,2,0.2684,0.3162,0.0,0.0159,1,1
195.54,201.13,95.97,0,5,42,3,15,2,0.1117,0.2011,0.0,0.0536,1,1
486.41,432.08,69.88,1,6,53,1,15,2,0.2122,0.2119,2.56,0.1473,1,1
408.66,397.88,202.07,1,2,47,3,8,5,0.0965,0.0584,0.0,0.0767,1,1
971.79,972.82,240.2,3,5,22,4,19,1,-0.1246,-0.0623,6.67,0.1654,2,1
188.19,191.73,92.77,2,6,27,1,11,3,-0.0067,-0.001,1.33,0.1114,1,1
768.41,708.88,154.62,2,7,1,3,7,3,-0.049,-0.0685,0.0,0.0212,1,1
294.09,271.96,85.26,0,1,20,3,15,1,0.0617,0.1278,6.29,0.0851,1,1
812.33,721.57,219.53,1,4,5,1,5,6,0.1726,0.233,7.36,0.0872,1,1
42.51,41.46,39.98,0,5,24,1,12,3,-0.152,-0.1467,16.42,0.036,1,1
880.01,808.66,177.44,0,5,5,4,12,2,0.0845,0.0686,0.0,0.0646,1,1
547.99,513.35,81.54,0,0,21,2,13,2,-0.1794,-0.1682,0.0,0.0844,1,1
924.97,934.08,180.79,2,4,43,1,7,2,-0.0809,-0.1032,0.0,0.1435,1,1
311.68,286.33,96.06,0,2,7,3,18,3,-0.0975,-0.1217,3.43,0.0997,1,1
413.89,384.0,67.36,0,1,59,2,7,1,-0.0063,0.0057,9.22,0.1249,1,1
719.2,701.9,233.47,1,4,34,2,9,5,-0.0161,-0.1207,0.0,0.1147,1,1
1426.09,1344.5,220.57,0,4,20,1,11,0,-0.2126,-0.3164,0.0,0.1188,1,1
594.21,528.18,180.07,1,6,32,3,7,3,0.0498,0.0864,7.0,0.0665,1,1
1177.5,1211.27,230.01,0,4,59,4,18,1,0.1707,0.0967,5.89,0.1648,2,1
409.02,369.28,204.95,1,2,37,2,18,3,0.1034,0.182,0.0,0.0841,1,1
154.71,152.9,49.89,3,8,39,3,11,6,-0.1106,-0.1126,0.0,0.1962,2,1
287.55,256.06,51.79,1,6,34,4,9,5,0.0165,-0.0703,5.31,0.0556,1,1
1031.09,1032.57,190.67,1,6,24,3,15,4,-0.0903,-0.1163,0.0,0.0968,1,1
1706.31,1562.5,242.27,1,1,46,1,7,3,-0.1123,-0.1057,5.5,0.0354,1,1
446.92,408.52,104.38,0,3,9,2,15,4,-0.007,-0.0521,3.47,0.148,1,1
201.44,188.22,182.11,4,9,39,2,16,1,-0.0531,0.0101,2.56,0.0511,1,1
456.71,408.11,70.22,0,2,34,3,15,0,-0.0887,-0.0523,0.0,0.0773,1,1
547.41,568.2,143.31,1,5,27,1,14,6,0.1108,0.0778,1.76,0.073,1,1
971.74,924.11,153.85,3,8,0,3,19,3,0.0772,0.0377,4.1,0.1399,1,1
362.35,370.68,115.71,2,7,30,3,17,0,0.1436,0.0819,0.0,0.0115,1,1
259.12,243.87,223.45,0,4,19,3,13,5,0.2681,0.303,0.0,0.1833,2,0
183.78,173.63,183.24,0,5,14,3,6,5,0.2348,0.1749,1.39,0.009,1,1
746.31,655.11,116.46,0,4,13,2,11,3,-0.2524,-0.2126,0.0,0.0296,1,1
72.07,67.84,17.37,1,2,25,2,20,4,0.3219,0.3521,9.87,0.1584,2,1
513.5,484.38,232.34,0,0,10,2,18,3,-0.1074,-0.0756,0.0,0.0879,1,1
670.47,670.44,116.51,2,3,40,1,20,0,-0.0035,0.0022,3.71,0.0764,1,1
411.65,366.76,127.69,1,3,44,2,19,1,0.1589,0.1429,2.59,0.0793,1,1
1473.73,1423.7,248.7,3,6,0,2,12,5,-0.0567,-0.1278,0.0,0.0709,1,1
236.93,206.71,213.96,2,3,45,3,15,2,-0.0561,0.0302,2.98,0.1641,2,1
97.98,101.21,22.42,0,1,37,3,19,6,0.0464,0.032,11.14,0.1194,1,1
134.96,118.63,118.18,1,5,46,2,20,2,0.1525,0.1544,10.08,0.0365,1,1
135.6,136.67,143.07,0,3,14,3,20,0,-0.016,-0.0202,4.3,0.0909,1,1
885.08,798.38,139.98,2,2,50,4,6,1,0.0168,0.0192,0.0,0.0876,1,1
802.41,813.57,148.58,1,4,1,1,6,5,-0.0326,-0.1098,8.9,0.1487,1,1
738.17,658.77,110.5,3,7,31,3,15,6,-0.0726,-0.0423,5.74,0.1372,1,1
910.12,858.59,156.85,1,4,18,4,11,0,-0.0912,-0.1017,1.03,0.1028,1,1
394.82,363.28,59.09,1,3,25,1,5,3,0.1469,0.2305,13.71,0.0025,1,1
426.25,383.13,207.98,0,3,45,2,19,3,0.1266,0.0778,0.0,0.0343,1,1
973.6,882.96,144.08,1,1,20,6,15,6,-0.0187,-0.0308,4.6,0.0369,1,1
1133.86,1190.29,210.63,1,3,15,2,10,2,0.0582,0.0018,9.27,0.0505,1,1
110.88,110.18,25.39,2,3,5,1,14,2,0.1898,0.196,9.58,0.1133,1,1
594.93,564.64,172.7,2,2,31,1,18,5,0.1406,0.084,13.2,0.0575,1,1
728.05,750.09,237.59,2,4,46,2,16,0,0.1372,0.1148,9.74,0.0728,1,1
81.02,72.14,24.47,0,5,52,2,11,4,0.0152,-0.1405,6.71,0.0415,1,1
156.97,154.8,24.53,1,6,23,1,16,3,0.2391,0.25,8.26,0.1035,1,1
504.48,516.0,159.68,2,6,7,2,15,6,0.1296,0.0987,0.0,0.0959,1,0
204.27,214.68,106.58,0,5,0,4,9,3,0.0443,0.0648,5.53,0.0232,1,1
1508.96,1401.88,233.12,1,4,0,2,20,3,0.0374,0.0064,7.26,0.0494,1,1
387.96,337.74,174.29,0,4,31,2,8,4,-0.0666,-0.0343,3.78,0.1489,1,1
1213.13,1094.05,238.34,2,7,53,1,9,4,0.0501,0.0479,24.48,0.0163,1,1
232.02,206.51,67.76,2,3,38,2,10,2,0.0823,0.0227,2.22,0.1257,1,1
21.73,21.09,22.28,1,1,34,2,9,3,-0.0553,-0.0483,1.31,0.1711,2,1
714.71,626.81,149.1,1,5,32,1,9,0,0.0455,0.0751,13.81,0.0867,1,1
558.02,543.25,107.87,1,6,30,3,6,5,-0.0451,-0.1295,7.49,0.0648,1,1
426.0,432.3,214.25,0,1,8,1,11,3,0.1006,0.1133,9.84,0.0851,1,1
33.3,32.37,34.75,3,8,21,2,11,5,0.1301,0.1027,14.68,0.1197,1,1
850.85,790.5,129.91,0,1,54,2,6,1,-0.0195,-0.0029,3.25,0.1103,1,1
570.18,498.31,113.57,1,4,13,3,7,2,0.0501,-0.0116,0.0,0.1644,2,0
204.98,200.88,46.54,1,1,15,2,6,3,0.1671,0.1569,0.0,0.0782,1,1
474.25,469.91,217.91,0,3,10,1,15,1,-0.1198,-0.1247,12.78,0.1604,2,1
494.39,432.58,226.37,0,3,39,1,12,6,0.3929,0.4443,0.0,0.0585,1,1
541.75,490.34,75.71,1,4,6,4,5,3,0.0899,0.0985,12.15,0.0316,1,1
